tilsynsobjektid;orgnummer;navn;adrlinje1;adrlinje2;postnr;poststed;tilsynid;sakref;status;dato;total_karakter;tilsynsbesoektype;tema1_no;tema1_nn;karakter1;tema2_no;tema2_nn;karakter2;tema3_no;tema3_nn;karakter3;tema4_no;tema4_nn;karakter4
Z1101050958483090165DIUCT_Tilsynsobjekt;972028975;CAFE OPERA AS;Engen 18;;5011;BERGEN;Z1604221421076880240MYOIP_TilsynAvtale;2016/90643;1;20042016;2;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;0
Z1101050958483090165DIUCT_Tilsynsobjekt;972028975;CAFE OPERA AS;Engen 18;;5011;BERGEN;Z1604221459159960239IGMPJ_TilsynAvtale;2016/90643;1;22042016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;0
Z1101051008543090165AKIDY_Tilsynsobjekt;987962240;Cafe Opus Bergen Storsenter;Bergen Storsenter;Strømgaten 8;5015;BERGEN;Z1601191308457160239FEAUJ_TilsynAvtale;2016/12734;1;19012016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1101051030014101098PPVAG_Tilsynsobjekt;996207838;RUEN THAI Restaurant;;;8850;Herøy;Z1605301607579900239OVHQM_TilsynAvtale;2016/119623;1;30052016;1;0;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1101051250557631014BMCTY_Tilsynsobjekt;976291220;Fagerfjellstua;;;3620;FLESBERG;Z1602231049580980240OZVLS_TilsynAvtale;2016/40731;1;23022016;2;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;2
Z1101051250557631014BMCTY_Tilsynsobjekt;976291220;Fagerfjellstua;;;3620;FLESBERG;Z1603091024473000239EDUGP_TilsynAvtale;2016/40731;1;09032016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1101051555290243251ZPYSL_Tilsynsobjekt;996353885;Moss Hotell / Cafe Scala;Dronningensgate 21;;1530;MOSS;Z1605101145082520239VGBAY_TilsynAvtale;2016/105281;1;10052016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;0
Z1101061211231141027XPPNQ_Tilsynsobjekt;972014338;Rauland skisenter - Holtarstua;Holtardalen;;3864;RAULAND;Z1603220847221760240JXRJB_TilsynAvtale;2016/58867;1;18032016;1;0;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1101061258018971046XNNRR_Tilsynsobjekt;981130030;Søgne konditori avd. av Grim bakeri;Rådhusveien 2 ;Grim torv 3 (postadresse);4616;Kristiansand;Z1604141408323130240YDDWV_TilsynAvtale;2016/83997;1;14042016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1101061513165931040MDMXD_Tilsynsobjekt;981074858;Taj Mahal Oslo;VOGTSGATE 31;;0474;Oslo;Z1604042041221710239WKUXE_TilsynAvtale;2016/73622;1;04042016;3;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;3;Merking og sporbarhet;Merking og sporbarheit;2
Z1101061513165931040MDMXD_Tilsynsobjekt;981074858;Taj Mahal Oslo;VOGTSGATE 31;;0474;Oslo;Z1604141452020810239BQAKN_TilsynAvtale;2016/73622;1;13042016;2;1;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;2
Z1101061513165931040MDMXD_Tilsynsobjekt;981074858;Taj Mahal Oslo;VOGTSGATE 31;;0474;Oslo;Z1604221241580210239ZGCDI_TilsynAvtale;2016/73622;1;21042016;3;1;Rutiner og ledelse;Rutiner og leiing;3;Lokaler og utstyr;Lokaler og utstyr;3;Mat-håndtering og tilberedning;Mat-handtering og tillaging;3;Merking og sporbarhet;Merking og sporbarheit;3
Z1101061513165931040MDMXD_Tilsynsobjekt;981074858;Taj Mahal Oslo;VOGTSGATE 31;;0474;Oslo;Z1605021641445810240NTWQI_TilsynAvtale;2016/73622;1;02052016;3;1;Rutiner og ledelse;Rutiner og leiing;3;Lokaler og utstyr;Lokaler og utstyr;3;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;0
Z1101061513165931040MDMXD_Tilsynsobjekt;981074858;Taj Mahal Oslo;VOGTSGATE 31;;0474;Oslo;Z1605101110024500239OZRXY_TilsynAvtale;2016/73622;1;10052016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;0
Z1101070830026771046MNALA_Tilsynsobjekt;973165240;Scandic Hotel Bergen airport;Kokstadflaten 2;;5257;KOKSTAD;Z1604211245018040239KODJN_TilsynAvtale;2016/91410;1;21042016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1101071221312801046DVCXI_Tilsynsobjekt;978630685;Lille Bergen Bergen lufthavn;Flyplassvegen 555;;5258;BLOMSTERDALEN;Z1602032028162620239PKDLA_TilsynAvtale;2016/25620;1;03022016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1101071419319971014QZIKG_Tilsynsobjekt;997543513;Augustbrygga;;;8850;Herøy;Z1605301608506460239EVOHO_TilsynAvtale;2016/119682;1;29052016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1101101410317410168DXDRH_Tilsynsobjekt;972082783;Vestfjorddalens Konditori og Spiseri, utsalg;Storgata 21A;;3660;RJUKAN;Z1604151222112820240HRSEL_TilsynAvtale;2016/83430;1;14042016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1101111131149231011SJTUI_Tilsynsobjekt;896215272;Milano - Bardufoss;TORGET 1;;9325;BARDUFOSS;Z1603071434504710239GRDJJ_TilsynAvtale;2016/50471;1;07032016;2;0;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;2
Z1101111131149231011SJTUI_Tilsynsobjekt;896215272;Milano - Bardufoss;TORGET 1;;9325;BARDUFOSS;Z1604121441058730239KLMBU_TilsynAvtale;2016/50471;1;12042016;2;1;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;2
Z1101111131149231011SJTUI_Tilsynsobjekt;896215272;Milano - Bardufoss;TORGET 1;;9325;BARDUFOSS;Z1606061516283010240UMBYY_TilsynAvtale;2016/50471;1;06062016;3;1;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;3;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;0
Z1101111131149231011SJTUI_Tilsynsobjekt;896215272;Milano - Bardufoss;TORGET 1;;9325;BARDUFOSS;Z1606160935499360239WAOYB_TilsynAvtale;2016/50471;1;15062016;0;1;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;0
Z1101121009396030188BHVLJ_Tilsynsobjekt;973234927;Lille Bakeri Hjelle;CHR. MICHELSENSGATE 1-3;;5012;Bergen;Z1605241411050400239MMJOY_TilsynAvtale;2016/116330;1;24052016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1101130905474761084GKLOY_Tilsynsobjekt;995077485;Mevlut Kebab;Thorvald Meyers gate 33C;;0555;OSLO;Z1602261306111110240HLQZC_TilsynAvtale;2016/44115;1;26022016;3;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;3;Mat-håndtering og tilberedning;Mat-handtering og tillaging;3;Merking og sporbarhet;Merking og sporbarheit;2
Z1101130905474761084GKLOY_Tilsynsobjekt;995077485;Mevlut Kebab;Thorvald Meyers gate 33C;;0555;OSLO;Z1603041313547820239XIFMF_TilsynAvtale;2016/44115;1;04032016;3;1;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;3;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;2
Z1101130905474761084GKLOY_Tilsynsobjekt;995077485;Mevlut Kebab;Thorvald Meyers gate 33C;;0555;OSLO;Z1603211528090320239NLTIT_TilsynAvtale;2016/44115;1;21032016;2;1;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;2
Z1101130905474761084GKLOY_Tilsynsobjekt;995077485;Mevlut Kebab;Thorvald Meyers gate 33C;;0555;OSLO;Z1604141458152910239POBES_TilsynAvtale;2016/44115;1;14042016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1101131319486580165CYHBU_Tilsynsobjekt;996302369;Sushi Asia Mat;Storgata 30;;3182;HORTEN;Z1604121357036210239NEYFX_TilsynAvtale;2016/82081;1;12042016;2;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;2
Z1101131319486580165CYHBU_Tilsynsobjekt;996302369;Sushi Asia Mat;Storgata 30;;3182;HORTEN;Z1604251318512570239WGVHP_TilsynAvtale;2016/82081;1;25042016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1101141406231821068EYJHU_Tilsynsobjekt;991394591;Mattisstua;Furutangen;;2460;OSEN;Z1602231415338500240KESEN_TilsynAvtale;2016/40469;1;23022016;2;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;0
Z1101141406231821068EYJHU_Tilsynsobjekt;991394591;Mattisstua;Furutangen;;2460;OSEN;Z1603030955277290240DPHYY_TilsynAvtale;2016/40469;1;03032016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1101171204381993252ILMUY_Tilsynsobjekt;972018260;Gapahuken;Fulufjellet;;2425;LJØRDALEN;Z1603031513466180239KHOHF_TilsynAvtale;2016/48904;1;03032016;2;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;2
Z1101171204381993252ILMUY_Tilsynsobjekt;972018260;Gapahuken;Fulufjellet;;2425;LJØRDALEN;Z1603220943284490240NLEHL_TilsynAvtale;2016/48904;1;22032016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;0
Z1101190830215281078TXZBV_Tilsynsobjekt;995111055;Kafe Krydder;Parkvegen 6;;6856;SOGNDAL;Z1601221536397310239RHIRA_TilsynAvtale;2016/16211;1;22012016;2;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;2
Z1101190830215281078TXZBV_Tilsynsobjekt;995111055;Kafe Krydder;Parkvegen 6;;6856;SOGNDAL;Z1601290808168000239ODCSF_TilsynAvtale;2016/16211;1;29012016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;0
Z1101201402283921021GWAER_Tilsynsobjekt;993102776;Aroma cafe;Strandgata 48;;6900;FLORØ;Z1601130947148110239SRVGU_TilsynAvtale;2016/4963;1;08012016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1101201542336641021UXWGD_Tilsynsobjekt;974737647;M/F Svanøy;Ferge Halsa - Kanestraum;;6680;HALSANAUSTAN;Z1602231517223200240VSPHF_TilsynAvtale;2016/34012;1;23022016;1;0;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1101211258103660122OCIUO_Tilsynsobjekt;996484823;Viking Pizza;Skibmannsvegen 3;;4056;Tananger;Z1604010849334500240DKDWN_TilsynAvtale;2016/69714;1;31032016;2;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;1
Z1101211258103660122OCIUO_Tilsynsobjekt;996484823;Viking Pizza;Skibmannsvegen 3;;4056;Tananger;Z1605131333227700240SQUUR_TilsynAvtale;2016/69714;1;13052016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1101211633447131086WAJXK_Tilsynsobjekt;986922695;Subway - Byporten;JERNBANETORGET 6;;0154;Oslo;Z1601271410043630240HCALX_TilsynAvtale;2016/19030;1;27012016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1101241156159383252UPOAL_Tilsynsobjekt;996886085;NamNam Lier DA;LIERSTRANDA 139;;3414;LIERSTRANDA;Z1601131135346860239TNRFL_TilsynAvtale;2016/8149;1;13012016;2;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;2
Z1101241156159383252UPOAL_Tilsynsobjekt;996886085;NamNam Lier DA;LIERSTRANDA 139;;3414;LIERSTRANDA;Z1601251423464770240LUIGM_TilsynAvtale;2016/8149;1;25012016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;0
Z1101241520581811097UJSVN_Tilsynsobjekt;995774062;Public Cafe & Bar;Bleivassvegen 2;;5347;ÅGOTNES;Z1603091243083030240YQITU_TilsynAvtale;2016/53237;1;09032016;1;0;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1101241747096413251XNBQZ_Tilsynsobjekt;996328430;Happy Faces;Trysil Turistsenter;;2420;TRYSIL;Z1602111618043350240CBHHJ_TilsynAvtale;2016/31139;1;11022016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1101251039409000133NKGUQ_Tilsynsobjekt;984270704;Brasserie 74;St. Marie gate 74;;1706;SARPSBORG;Z1602251436453990240HGIEN_TilsynAvtale;2016/43174;1;25022016;2;0;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;2
Z1101251039409000133NKGUQ_Tilsynsobjekt;984270704;Brasserie 74;St. Marie gate 74;;1706;SARPSBORG;Z1603161408096240239BBWKP_TilsynAvtale;2016/43174;1;16032016;2;1;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;2
Z1101251039409000133NKGUQ_Tilsynsobjekt;984270704;Brasserie 74;St. Marie gate 74;;1706;SARPSBORG;Z1603221508499750239TKIUJ_TilsynAvtale;2016/43174;1;22032016;0;1;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;0
Z1101260948226041040ACDFQ_Tilsynsobjekt;992282916;Guangdong House;Marken 11;;5017;BERGEN;Z1605111439297200239HIALQ_TilsynAvtale;2016/107482;1;11052016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1101262114596553251RRKJH_Tilsynsobjekt;992588268;Cafe Bjørge;Storgaten 82;;3060;SVELVIK;Z1604191204423910239QBWZO_TilsynAvtale;2016/88747;1;19042016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1101270952131080117YAEHO_Tilsynsobjekt;988355194;Kafe Claus;Doktorgåren;;6740;SELJE;Z1607010840520470239JDEWF_TilsynAvtale;2016/142258;0;30062016;2;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;2
Z1101311420145521025JXSEL_Tilsynsobjekt;984831005;Stig Inn;Arbeidergata 32;;3050;MJØNDALEN;Z1602041450120410239YBBFN_TilsynAvtale;2016/25752;1;04022016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1102011006504950117GCRUW_Tilsynsobjekt;994382926;Nobel Bopel;Welhavens gate 64;;5006;BERGEN;Z1606021255398610239BIWOJ_TilsynAvtale;2016/123646;1;02062016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1102011041354123251XFZEV_Tilsynsobjekt;995972247;LE BENJAMIN;Søndregate 6;;0256;OSLO;Z1605101733309100240NNRWU_TilsynAvtale;2016/106242;1;10052016;2;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1102011041354123251XFZEV_Tilsynsobjekt;995972247;LE BENJAMIN;Søndregate 6;;0256;OSLO;Z1605111244350340240CAGDW_TilsynAvtale;2016/106242;1;11052016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1102021320127971085MGTZH_Tilsynsobjekt;997672763;Sola Pizza;Skvadronvegen 1;;4050;SOLA;Z1606242246480660240ATTBV_TilsynAvtale;2016/139916;0;24062016;3;0;Rutiner og ledelse;Rutiner og leiing;3;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;2
Z1102021321366831022UHQKU_Tilsynsobjekt;972877514;Hai Cafe - Vietnamesiske Mathus AS;Calmeyers gate 6;;0183;Oslo;Z1602230840072030239AKTEM_TilsynAvtale;2016/39734;1;22022016;3;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;3;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;2
Z1102021321366831022UHQKU_Tilsynsobjekt;972877514;Hai Cafe - Vietnamesiske Mathus AS;Calmeyers gate 6;;0183;Oslo;Z1603081350199410240FQVCT_TilsynAvtale;2016/39734;1;08032016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1102030926512880135NTWZS_Tilsynsobjekt;990616418;Helt rått;Stockfleths gate 51A;;0461;OSLO;Z1604220732513840239DWHWY_TilsynAvtale;2016/91617;1;21042016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1102031537157740114KZJQO_Tilsynsobjekt;973149520;Myklevold avd Narvik Storsenter;Kongens gate 66;;8514;NARVIK;Z1603101449478880240LRBHI_TilsynAvtale;2016/53659;1;10032016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1102031732320013251JWPIR_Tilsynsobjekt;974051907; Aalan Gård, Gårdskafè;LØVDAL;;8360;BØSTAD;Z1607051350387350240FHTDO_TilsynAvtale;2016/146505;1;05072016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1102040829046091038TAWDY_Tilsynsobjekt;980516156;Solbrød avd Sartor Storsenter;Sartor Senter 1;;5343;Straume;Z1601290908072040240OSSUL_TilsynAvtale;2016/21054;1;26012016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1102071101109791095PJSJH_Tilsynsobjekt;982376297;Furuhågane;Harpefossen;;6770;NORDFJORDEID;Z1601270846499110239YWRKU_TilsynAvtale;2016/15361;1;25012016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1102081101408791043WFIPV_Tilsynsobjekt;996110125;Milano pizzeria;Storetveitvegen 26;;5067;5067 Bergen ;Z1602112050061210240AGNSP_TilsynAvtale;2016/32581;1;11022016;3;0;Rutiner og ledelse;Rutiner og leiing;3;Lokaler og utstyr;Lokaler og utstyr;3;Mat-håndtering og tilberedning;Mat-handtering og tillaging;3;Merking og sporbarhet;Merking og sporbarheit;3
Z1102081101408791043WFIPV_Tilsynsobjekt;996110125;Milano pizzeria;Storetveitvegen 26;;5067;5067 Bergen ;Z1602191147242770239HIQNH_TilsynAvtale;2016/32581;1;15022016;2;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1102081101408791043WFIPV_Tilsynsobjekt;996110125;Milano pizzeria;Storetveitvegen 26;;5067;5067 Bergen ;Z1603161021157060239KLVQS_TilsynAvtale;2016/32581;1;16032016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1102090840572451085SNUOV_Tilsynsobjekt;995809761;Diner Thai & Thai;Kaibakken 2;;6509;Kristiansund N;Z1602111437145200240WPZMT_TilsynAvtale;2016/31701;1;11022016;1;0;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1102141018512081076QTAUW_Tilsynsobjekt;996929930;Lofotpizza;Storgata 8;;8370;LEKNES;Z1601140843119690240MMNUA_TilsynAvtale;2016/8442;1;13012016;2;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;0
Z1102141018512081076QTAUW_Tilsynsobjekt;996929930;Lofotpizza;Storgata 8;;8370;LEKNES;Z1601201137041340240UXSCT_TilsynAvtale;2016/8442;1;20012016;2;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;0
