tilsynsobjektid;orgnummer;navn;adrlinje1;adrlinje2;postnr;poststed;tilsynid;sakref;status;dato;total_karakter;tilsynsbesoektype;tema1_no;tema1_nn;karakter1;tema2_no;tema2_nn;karakter2;tema3_no;tema3_nn;karakter3;tema4_no;tema4_nn;karakter4
Z1604271531491922024AAJLK_Tilsynsobjekt;997907035;Jafs Stange;Storgata 34;;2335;STANGE;Z1606271235492200239DQZBZ_TilsynAvtale;2016/99277;1;27062016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1604271552014933251MMEZW_Tilsynsobjekt;971922389;Brygga Uteservering;William Sverdrupsgate 1;;3290;STAVERN;Z1607051412381880240CYWDU_TilsynAvtale;2016/146988;1;05072016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1604271604362923171ROVLT_Tilsynsobjekt;916787405;Venezia Grand;Meridiangaten 9;;9600;HAMMERFEST;Z1604280926141450240FIQZH_TilsynAvtale;2016/97126;1;28042016;2;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1604271604362923171ROVLT_Tilsynsobjekt;916787405;Venezia Grand;Meridiangaten 9;;9600;HAMMERFEST;Z1605271030224470240NCDDV_TilsynAvtale;2016/97126;1;27052016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1604280750284583132FAOSM_Tilsynsobjekt;916582579;Khyber Grill AS;Grønland 22;;0188;OSLO;Z1604280804300320239VOARB_TilsynAvtale;2016/97016;1;27042016;3;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;3;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;1
Z1604280750284583132FAOSM_Tilsynsobjekt;916582579;Khyber Grill AS;Grønland 22;;0188;OSLO;Z1604291509348270239IWHOZ_TilsynAvtale;2016/97016;1;29042016;3;1;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;3;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;1
Z1604280750284583132FAOSM_Tilsynsobjekt;916582579;Khyber Grill AS;Grønland 22;;0188;OSLO;Z1605031536389790240OEWFK_TilsynAvtale;2016/97016;1;03052016;2;1;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;1
Z1604280750284583132FAOSM_Tilsynsobjekt;916582579;Khyber Grill AS;Grønland 22;;0188;OSLO;Z1606091632580280239JMQCF_TilsynAvtale;2016/97016;1;09062016;3;1;Rutiner og ledelse;Rutiner og leiing;3;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;3;Merking og sporbarhet;Merking og sporbarheit;1
Z1604280750284583132FAOSM_Tilsynsobjekt;916582579;Khyber Grill AS;Grønland 22;;0188;OSLO;Z1606240652579410239BEMMS_TilsynAvtale;2016/97016;1;23062016;3;1;Rutiner og ledelse;Rutiner og leiing;3;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1604280750284583132FAOSM_Tilsynsobjekt;916582579;Khyber Grill AS;Grønland 22;;0188;OSLO;Z1606241425173360239JWFWQ_TilsynAvtale;2016/97016;1;24062016;0;1;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1604280922463653102QYKQU_Tilsynsobjekt;992728264;Stage AS;Storgata 22;;9600;HAMMERFEST;Z1604281353059330240JVVPD_TilsynAvtale;2016/97147;1;28042016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1604280951163483252YOQAL_Tilsynsobjekt;916741006;SMAK av Stavern;STRANDVEIEN 3;;3290;STAVERN;Z1606131259353580239CSRCI_TilsynAvtale;2016/131219;1;13062016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1604281444363303211DOCFJ_Tilsynsobjekt;871799482;Strand Restaurant;Strandalleen 48;;1368;STABEKK;Z1604291039141610240FAZBT_TilsynAvtale;2016/98188;1;28042016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1604281504581220386FIFQA_Tilsynsobjekt;982843154;Hadelandsbakeriet - utsalg Jaren;Rådhusvegen 35;;2770;JAREN;Z1605021352370200239PSGTE_TilsynAvtale;2016/97954;1;02052016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;0
Z1604281525094720239VBACK_Tilsynsobjekt;998037646;Chilli og Pepper;Vestre Strandvei 18;;3482;TOFTE;Z1604281548590740240FYWLT_TilsynAvtale;2016/97918;1;28042016;2;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;2
Z1604281525094720239VBACK_Tilsynsobjekt;998037646;Chilli og Pepper;Vestre Strandvei 18;;3482;TOFTE;Z1606071424097750240LMCOR_TilsynAvtale;2016/97918;1;07062016;2;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;2
Z1604281525094720239VBACK_Tilsynsobjekt;998037646;Chilli og Pepper;Vestre Strandvei 18;;3482;TOFTE;Z1607061053354590240ROZFK_TilsynAvtale;2016/97918;1;06072016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;0
Z1604281612581933252RVLGS_Tilsynsobjekt;816878292;The Lounge;AMTMAND BLOMS GATE 1;;3015;DRAMMEN;Z1606221826104740240HVZSV_TilsynAvtale;2016/138373;1;22062016;2;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;2
Z1604281612581933252RVLGS_Tilsynsobjekt;816878292;The Lounge;AMTMAND BLOMS GATE 1;;3015;DRAMMEN;Z1606241531378740239YDBAW_TilsynAvtale;2016/138373;1;24062016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1604281701466813251PBQLQ_Tilsynsobjekt;917229481;Dim Sum by New Taste of China;TORDENSKIOLDS GATE 8-10;;0160;OSLO;Z1605251446288660240BOBPG_TilsynAvtale;2016/114341;1;25052016;2;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;1
Z1604281701466813251PBQLQ_Tilsynsobjekt;917229481;Dim Sum by New Taste of China;TORDENSKIOLDS GATE 8-10;;0160;OSLO;Z1606220950380720239RZNQJ_TilsynAvtale;2016/114341;1;22062016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1604291228044693175HMFTL_Tilsynsobjekt;916748205;Rustad, Kongen og reven as;STRANDPROMENADEN 2;;3187;HORTEN;Z1606011322261440239APCJM_TilsynAvtale;2016/122707;1;01062016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1604291515163133143XTIDL_Tilsynsobjekt;996006719;Yggdrasiltunet;Leirstrandvegen 1557;;9106;STRAUMSBUKTA;Z1607171812456170240EKWNG_TilsynAvtale;2016/152883;1;17072016;1;0;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1605021148597710239IANRU_Tilsynsobjekt;984633939;Verdensspeilet;Nygaardsgate 23 B;;1606;FREDRIKSTAD;Z1605021225216040239PVQGT_TilsynAvtale;2016/99531;0;02052016;2;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1605021248407623209EYYZY_Tilsynsobjekt;915447945;Mat fra Hagen;NEDRE BAKKLANDET 75;;7014;TRONDHEIM;Z1605190858256420239XPJNK_TilsynAvtale;2016/109676;1;18052016;2;0;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1605021248407623209EYYZY_Tilsynsobjekt;915447945;Mat fra Hagen;NEDRE BAKKLANDET 75;;7014;TRONDHEIM;Z1605311607029930239MCYVY_TilsynAvtale;2016/109676;1;31052016;0;1;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1605021631039103107NSELU_Tilsynsobjekt;986906886;Marinenlyst Cafebar;Kirkeveien 104;;0361;OSLO;Z1605030815127720240YXVHN_TilsynAvtale;2016/100152;1;02052016;2;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;2
Z1605021631039103107NSELU_Tilsynsobjekt;986906886;Marinenlyst Cafebar;Kirkeveien 104;;0361;OSLO;Z1605031007269460239HXINZ_TilsynAvtale;2016/100152;1;03052016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;0
Z1605021840583453252HRKPH_Tilsynsobjekt;917145857;Baron Blå;Hopen;;6570;SMØLA;Z1607061503384680240HKQQZ_TilsynAvtale;2016/148037;1;06072016;1;0;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1605030753312873136HPOVM_Tilsynsobjekt;914978661;TOLLBODEN BAKERI AS - Servering;Elvegaten 2;;4400;FLEKKEFJORD;Z1606241104184680240DGEDV_TilsynAvtale;2016/111928;1;22062016;1;0;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1605030801251242024DXYCQ_Tilsynsobjekt;999666450;Liebhaber Kaffebar;Veiholmen;;6570;SMØLA;Z1607041410308650239NQFYT_TilsynAvtale;2016/146134;1;10032016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1605031209303843161IWTOJ_Tilsynsobjekt;915815162;Lakselv restaurant ;Meieriveien 1;;9700;LAKSELV;Z1606271819468170239ROBOT_TilsynAvtale;2016/140473;1;26062016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1605031225124340396HGJIP_Tilsynsobjekt;915466516;Hoa Sushi AS;Ullevålsveien 95;;0359;OSLO;Z1605061255312270240ABPAX_TilsynAvtale;2016/103261;1;03052016;2;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;2
Z1605031225124340396HGJIP_Tilsynsobjekt;915466516;Hoa Sushi AS;Ullevålsveien 95;;0359;OSLO;Z1605131219367530240AHIQH_TilsynAvtale;2016/103261;1;13052016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1605031434543182024AVKYK_Tilsynsobjekt;974116073;Bremanger fjord hotell - kafe;Granden 2;;6723;SVELGEN;Z1605200942229790239TFFDL_TilsynAvtale;2016/103182;1;06052016;2;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;0
Z1605031434543182024AVKYK_Tilsynsobjekt;974116073;Bremanger fjord hotell - kafe;Granden 2;;6723;SVELGEN;Z1606091521455150239HRCUH_TilsynAvtale;2016/103182;1;09062016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1605031434547132025JCYRT_Tilsynsobjekt;974116073;Bremanger fjord hotell;Granden 2;;6723;SVELGEN;Z1605200949476860239QPUSH_TilsynAvtale;2016/103188;1;19052016;1;0;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1605031441533163252SFAWY_Tilsynsobjekt;916303734;YUZU RESTAURANT;Henrik Ibsens gate 4;;0255;OSLO;Z1605181508242570239CSJFZ_TilsynAvtale;2016/108513;1;18052016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1605031841523083252WLPGN_Tilsynsobjekt;917189226;Hey Honey kaffebar Lyngdal;Fiboveien 2 A;;4580;LYNGDAL;Z1605261415415440240JCQPO_TilsynAvtale;2016/117948;1;26052016;2;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;1
Z1605031841523083252WLPGN_Tilsynsobjekt;917189226;Hey Honey kaffebar Lyngdal;Fiboveien 2 A;;4580;LYNGDAL;Z1605271216037360240URCXQ_TilsynAvtale;2016/117948;1;27052016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1605031852154343252XMQXU_Tilsynsobjekt;917189226;Hey Honey kaffebar Farsund;Vestersiden 1 ;;4550;FARSUND;Z1606021430378240240HAIMD_TilsynAvtale;2016/123204;1;02062016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1605040845385983143FZZDG_Tilsynsobjekt;985282927;Corner Spiseri;Fiskeriveien 2A;;9750;HONNINGSVÅG;Z1606230827341070239IUTMS_TilsynAvtale;2016/138523;1;21062016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1605041021285073188GOTOE_Tilsynsobjekt;916658818;Stolte Strila kafe;Rong Senter;;5337;RONG;Z1606241756515150239VOOPV_TilsynAvtale;2016/140343;1;23062016;1;0;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1605041131305253178CZAZD_Tilsynsobjekt;915498930;Midnattsol Hot Pot Restaurant og grill A/S (Borre Golfkro) ;SEMB HOVEDGÅRD ESKEBEKKVEIEN 68;;3186;HORTEN;Z1606141324173640240OOLLR_TilsynAvtale;2016/132265;1;14062016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1605041145221273199CBTIW_Tilsynsobjekt;913741366;Christian's;Håkon Gamles gate 1A;;3111;TØNSBERG;Z1607071332174940239DLFGY_TilsynAvtale;2016/148736;0;07072016;2;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;2
Z1605041145221273199CBTIW_Tilsynsobjekt;913741366;Christian's;Håkon Gamles gate 1A;;3111;TØNSBERG;Z1607111111565430240OPWRO_TilsynAvtale;2016/148736;0;11072016;2;1;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;2
Z1605041205015920366FSXGY_Tilsynsobjekt;916525710;Sakura Sørlandsparken;Barstølveien 25;;4636;KRISTIANSAND S;Z1605181455589730240OUTVY_TilsynAvtale;2016/111063;1;18052016;2;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;1
Z1605041205015920366FSXGY_Tilsynsobjekt;916525710;Sakura Sørlandsparken;Barstølveien 25;;4636;KRISTIANSAND S;Z1605191454561750239XAKTA_TilsynAvtale;2016/111063;1;19052016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1605041333347453251OBFTI_Tilsynsobjekt;916826516;Arizona Chicken;Sørhauggata 127;;5527;HAUGESUND;Z1607201254494970239JGOPC_TilsynAvtale;2016/156156;1;20072016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1605041348287102024FAUBC_Tilsynsobjekt;994403311;Sponvika Vertshus;STRANDVEIEN 25;;1794;SPONVIKA;Z1607011458151050239ZUYDW_TilsynAvtale;2016/145287;1;01072016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1605060743004502024DFPTD_Tilsynsobjekt;989985949;La Baguette Herkules;Ulefossvegen 32;;3730;SKIEN;Z1605251103374410240PDSAF_TilsynAvtale;2016/116942;1;25052016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1605060956518903251GMVPY_Tilsynsobjekt;915465757;Bakeriet Pub og Kafe;Mølnbukt;;7318;AGDENES;Z1607110943416430240SFXVD_TilsynAvtale;2016/150227;1;08072016;2;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;2
Z1605060956518903251GMVPY_Tilsynsobjekt;915465757;Bakeriet Pub og Kafe;Mølnbukt;;7318;AGDENES;Z1607201550375220239AMVLP_TilsynAvtale;2016/150227;1;20072016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1605061113527333131ABJHP_Tilsynsobjekt;916833377;Kafe Karitas ;HYDROSTRANDA;;3960;STATHELLE;Z1607120832552020239CDJAT_TilsynAvtale;2016/142601;1;08072016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;
Z1605061308129343134KVRQZ_Tilsynsobjekt;916287690;Talia;JERNBANEGATA 21;;7650;VERDAL;Z1605111437276500240RGCOI_TilsynAvtale;2016/106537;1;11052016;1;0;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1605061452520830389AWCEQ_Tilsynsobjekt;914824133;Himmel og Havn AS;Moloveien 45;;8373;BALLSTAD;Z1605211458318700240GMVMA_TilsynAvtale;2016/114091;1;21052016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1605061713155923252TPZTR_Tilsynsobjekt;916774818;Askvoll Fjordhotell;Sentrum;;6980;ASKVOLL;Z1605181524055330240EJBYW_TilsynAvtale;2016/105220;1;06052016;1;0;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1605061730501080373NBAIW_Tilsynsobjekt;993142972;Godt Brød Holmen;Vogellund 6;;1394;NESBRU;Z1605260820098510239CNACW_TilsynAvtale;2016/117885;1;25052016;2;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;1
Z1605061730501080373NBAIW_Tilsynsobjekt;993142972;Godt Brød Holmen;Vogellund 6;;1394;NESBRU;Z1605271521577290240BXLVZ_TilsynAvtale;2016/117885;1;27052016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1605081710306373252WCEUS_Tilsynsobjekt;974281996;Aasmundsen bakeri Telemarksbakeren eftf AS;brødløsveien 17;;3840;SELJORD;Z1605121603368380240MAAFA_TilsynAvtale;2016/108421;1;12052016;2;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;2
Z1605081710306373252WCEUS_Tilsynsobjekt;974281996;Aasmundsen bakeri Telemarksbakeren eftf AS;brødløsveien 17;;3840;SELJORD;Z1605231439136220239TUPRQ_TilsynAvtale;2016/108421;1;23052016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1605091004526540239DMJLM_Tilsynsobjekt;984318928;Pizzahuset Terje Vigen;Storgaten 5;;4876;GRIMSTAD;Z1605120811504940239TVKOM_TilsynAvtale;2016/105310;1;11052016;2;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;2
